SolSuspensaoTotais,NitrogenioTotal,Clorofila,SolTotais,DBO,FosforoTotal,Nitratos,SolDissolvidosTotais,NitrogenioAmoniacal,Turbidez,Delta T,OD,TempAr,TempAmostra,pH,Município,Primavera,Inverno,Outono,Verao,Classe,Nome do manancial superficial,Date_x,Categoria do manancial superficial,Unidade,Resultado,UF,Região Geográfica,Outlier
50.0,1.0,1.3600000143051147,58.0,2.0,0.0199999995529651,0.0199999995529651,58.0,0.4000000059604645,11.0,3.299999237060547,7.949999809265137,30.0,26.700000762939453,8.729999542236328,IBOTIRAMA,0,1,0,0,0,RIO SAO FRANCISCO,2018-07-11,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,0.4000000059604645,56.0,2.0,0.0199999995529651,0.1400000005960464,54.0,0.4000000059604645,9.600000381469728,5.5,6.550000190734863,32.0,26.5,7.420000076293945,IBOTIRAMA,0,1,0,0,0,RIO SAO FRANCISCO,2018-07-11,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,1.4199999570846558,86.0,2.0,0.0199999995529651,0.0700000002980232,84.0,0.4000000059604645,11.0,3.799999237060547,6.630000114440918,28.0,24.200000762939453,7.599999904632568,IBOTIRAMA,0,1,0,0,0,RIO SAO FRANCISCO,2018-07-11,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,0.7599999904632568,84.0,2.0,0.0199999995529651,0.0900000035762786,66.0,0.4000000059604645,18.0,5.5,7.659999847412109,30.0,24.5,7.75,IBOTIRAMA,0,1,0,0,0,RIO SAO FRANCISCO,2018-07-11,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,1.090000033378601,78.0,2.0,0.0199999995529651,0.1099999994039535,78.0,0.4000000059604645,8.5,6.6000003814697195,6.650000095367432,31.0,24.39999961853028,7.75,IBOTIRAMA,0,1,0,0,0,RIO SAO FRANCISCO,2018-07-11,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,1.1399999856948853,66.0,2.0,0.2399999946355819,0.1800000071525573,62.0,0.4000000059604645,13.0,6.799999237060547,7.059999942779541,32.0,25.200000762939453,7.559999942779541,IBOTIRAMA,0,1,0,0,0,RIO SAO FRANCISCO,2018-06-27,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
110.0,1.0,0.4000000059604645,210.0,2.0,0.1299999952316284,0.25,100.0,0.4000000059604645,180.0,-0.20000076293945312,5.820000171661377,30.0,30.200000762939453,7.400000095367432,MUQUEM DE SAO FRANCISCO,0,0,1,0,0,RIO SAO FRANCISCO,2018-04-04,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,1.1399999856948853,66.0,2.0,0.2399999946355819,0.1800000071525573,62.0,0.4000000059604645,13.0,6.799999237060547,7.059999942779541,32.0,25.200000762939453,7.559999942779541,MUQUEM DE SAO FRANCISCO,0,1,0,0,0,RIO SAO FRANCISCO,2018-06-27,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,1.7899999618530271,67.0,2.0,0.0299999993294477,0.0299999993294477,50.0,0.4000000059604645,13.0,-0.2999992370605469,7.119999885559082,24.0,24.299999237060547,7.300000190734863,IBOTIRAMA,0,0,1,0,0,RIO SAO FRANCISCO,2018-04-26,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,1.090000033378601,62.0,2.0,0.0199999995529651,0.1099999994039535,50.0,0.4000000059604645,17.0,-1.2000007629394531,5.420000076293945,24.0,25.200000762939453,7.360000133514404,IBOTIRAMA,0,0,1,0,0,RIO SAO FRANCISCO,2018-04-26,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,0.7599999904632568,74.0,2.0,0.0299999993294477,0.0900000035762786,68.0,0.4000000059604645,22.0,1.1000003814697195,7.139999866485596,27.0,25.89999961853028,7.360000133514404,IBOTIRAMA,0,0,1,0,0,RIO SAO FRANCISCO,2018-04-26,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,4.0,1.4700000286102295,66.0,2.0,0.0299999993294477,0.0799999982118606,56.0,0.4000000059604645,22.0,1.5,6.409999847412109,27.0,25.5,7.309999942779541,IBOTIRAMA,0,0,1,0,0,RIO SAO FRANCISCO,2018-04-26,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,5.0,18.600000381469727,80.0,2.0,0.2800000011920929,0.0299999993294477,74.0,1.7000000476837158,20.0,3.3999996185302734,4.96999979019165,32.0,28.600000381469727,7.059999942779541,IBOTIRAMA,0,0,1,0,0,RIO SAO FRANCISCO,2018-04-26,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,4.400000095367432,90.0,2.0,0.0199999995529651,0.0199999995529651,50.0,0.4000000059604645,19.0,5.299999237060547,5.949999809265137,33.0,27.700000762939453,7.360000133514404,IBOTIRAMA,1,0,0,0,0,RIO SAO FRANCISCO,2018-10-02,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,4.400000095367432,90.0,2.0,0.0199999995529651,0.0199999995529651,50.0,0.4000000059604645,19.0,5.299999237060547,5.949999809265137,33.0,27.700000762939453,7.360000133514404,MUQUEM DE SAO FRANCISCO,1,0,0,0,0,RIO SAO FRANCISCO,2018-10-03,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,1.840000033378601,70.0,3.0,0.0199999995529651,0.0199999995529651,58.0,0.4000000059604645,4.699999809265137,-2.6000003814697266,7.619999885559082,20.0,22.600000381469727,7.340000152587891,IBOTIRAMA,0,1,0,0,0,RIO SAO FRANCISCO,2019-08-12,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,1.840000033378601,91.0,3.0,0.0199999995529651,0.0199999995529651,88.0,0.4000000059604645,6.099999904632568,0.0,7.989999771118164,23.0,23.0,6.760000228881836,IBOTIRAMA,0,1,0,0,0,RIO SAO FRANCISCO,2019-08-12,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,1.090000033378601,70.0,3.0,0.0199999995529651,0.0199999995529651,66.0,0.4000000059604645,8.800000190734863,3.8999996185302734,7.539999961853027,34.0,30.100000381469727,6.130000114440918,MORPARA,1,0,0,0,0,RIO SAO FRANCISCO,2019-11-05,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,1.090000033378601,70.0,3.0,0.0199999995529651,0.0199999995529651,66.0,0.4000000059604645,8.800000190734863,3.8999996185302734,7.539999961853027,34.0,30.100000381469727,6.130000114440918,IBOTIRAMA,1,0,0,0,0,RIO SAO FRANCISCO,2019-11-05,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,18.700000762939453,120.0,2.0,0.0399999991059303,0.0199999995529651,50.0,0.4000000059604645,75.0,4.200000762939453,7.670000076293945,31.0,26.799999237060547,8.229999542236328,MUQUEM DE SAO FRANCISCO,0,1,0,0,0,RIO SAO FRANCISCO,2018-08-01,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,12.600000381469728,68.0,2.0,0.0199999995529651,0.0199999995529651,50.0,0.4000000059604645,12.0,3.6000003814697195,6.75,28.0,24.39999961853028,8.510000228881836,MUQUEM DE SAO FRANCISCO,0,1,0,0,0,RIO SAO FRANCISCO,2018-08-01,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,2.119999885559082,106.0,2.0,0.0199999995529651,0.0299999993294477,80.0,0.4000000059604645,52.0,-3.1000003814697266,5.840000152587891,17.0,20.100000381469727,8.390000343322754,MUQUEM DE SAO FRANCISCO,0,1,0,0,0,RIO SAO FRANCISCO,2018-08-01,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,0.4000000059604645,100.0,2.0,0.0199999995529651,0.0199999995529651,74.0,0.4000000059604645,4.400000095367432,2.299999237060547,7.989999771118164,31.0,28.700000762939453,8.470000267028809,MUQUEM DE SAO FRANCISCO,0,1,0,0,0,RIO SAO FRANCISCO,2018-08-01,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,2.1700000762939453,86.0,2.0,0.0199999995529651,0.0199999995529651,74.0,0.4000000059604645,18.0,-0.6000003814697266,7.090000152587891,30.0,30.600000381469727,8.300000190734863,IBOTIRAMA,1,0,0,0,0,RIO SAO FRANCISCO,2018-11-06,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,2.220000028610229,130.0,2.0,0.0399999991059303,0.0199999995529651,130.0,0.4000000059604645,2.299999952316284,5.799999237060547,6.269999980926514,34.0,28.200000762939453,6.519999980926514,IBOTIRAMA,1,0,0,0,0,RIO SAO FRANCISCO,2018-11-06,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,1.840000033378601,70.0,3.0,0.0199999995529651,0.0199999995529651,58.0,0.4000000059604645,4.699999809265137,-2.6000003814697266,7.619999885559082,20.0,22.600000381469727,7.340000152587891,MUQUEM DE SAO FRANCISCO,0,1,0,0,0,RIO SAO FRANCISCO,2019-08-13,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,1.840000033378601,91.0,3.0,0.0199999995529651,0.0199999995529651,88.0,0.4000000059604645,6.099999904632568,0.0,7.989999771118164,23.0,23.0,6.760000228881836,MUQUEM DE SAO FRANCISCO,0,1,0,0,0,RIO SAO FRANCISCO,2019-08-13,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,1.090000033378601,70.0,3.0,0.0199999995529651,0.0199999995529651,66.0,0.4000000059604645,8.800000190734863,3.8999996185302734,7.539999961853027,34.0,30.100000381469727,6.130000114440918,MUQUEM DE SAO FRANCISCO,1,0,0,0,0,RIO SAO FRANCISCO,2019-11-06,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,1.840000033378601,70.0,3.0,0.0199999995529651,0.0199999995529651,58.0,0.4000000059604645,4.699999809265137,-2.6000003814697266,7.619999885559082,20.0,22.600000381469727,7.340000152587891,MORPARA,0,1,0,0,0,RIO SAO FRANCISCO,2019-08-13,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,1.840000033378601,91.0,3.0,0.0199999995529651,0.0199999995529651,88.0,0.4000000059604645,6.099999904632568,0.0,7.989999771118164,23.0,23.0,6.760000228881836,MORPARA,0,1,0,0,0,RIO SAO FRANCISCO,2019-08-13,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,2.1700000762939453,86.0,2.0,0.0199999995529651,0.0199999995529651,74.0,0.4000000059604645,18.0,-0.6000003814697266,7.090000152587891,30.0,30.600000381469727,8.300000190734863,MUQUEM DE SAO FRANCISCO,1,0,0,0,0,RIO SAO FRANCISCO,2018-11-07,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,2.220000028610229,130.0,2.0,0.0399999991059303,0.0199999995529651,130.0,0.4000000059604645,2.299999952316284,5.799999237060547,6.269999980926514,34.0,28.200000762939453,6.519999980926514,MUQUEM DE SAO FRANCISCO,1,0,0,0,0,RIO SAO FRANCISCO,2018-11-07,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,2.1700000762939453,86.0,2.0,0.0199999995529651,0.0199999995529651,74.0,0.4000000059604645,18.0,-0.6000003814697266,7.090000152587891,30.0,30.600000381469727,8.300000190734863,MORPARA,1,0,0,0,0,RIO SAO FRANCISCO,2018-11-07,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,2.220000028610229,130.0,2.0,0.0399999991059303,0.0199999995529651,130.0,0.4000000059604645,2.299999952316284,5.799999237060547,6.269999980926514,34.0,28.200000762939453,6.519999980926514,MORPARA,1,0,0,0,0,RIO SAO FRANCISCO,2018-11-07,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,0.7099999785423279,50.0,2.0,0.0199999995529651,0.0199999995529651,50.0,0.4000000059604645,13.0,-6.8999996185302805,5.190000057220459,18.0,24.89999961853028,7.590000152587891,IBOTIRAMA,0,0,1,0,0,RIO SAO FRANCISCO,2018-05-03,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,12.699999809265137,120.0,2.0,0.0399999991059303,0.1500000059604644,108.0,0.4000000059604645,4.400000095367432,4.6000003814697195,6.739999771118164,32.0,27.39999961853028,7.449999809265137,IBOTIRAMA,0,1,0,0,0,RIO SAO FRANCISCO,2018-09-04,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,4.730000019073486,64.0,2.0,0.0299999993294477,0.0199999995529651,50.0,0.4000000059604645,6.5,2.700000762939453,6.230000019073486,29.0,26.299999237060547,5.670000076293945,MALHADA,1,0,0,0,0,RIO SAO FRANCISCO,2017-10-10,rio,Cylindrospermopsis sp.,6400.0,BA,NORDESTE,1
40.0,0.9700000286102296,1.2200000286102295,123.0,3.5999999046325684,0.0370000004768371,0.0260000005364418,83.13999938964844,0.1430000066757202,16.920000076293945,3.9300003051757812,6.050000190734863,33.0,29.06999969482422,7.340000152587891,IBOTIRAMA,0,0,1,0,0,RIO SAO FRANCISCO,2022-05-02,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,12.699999809265137,120.0,2.0,0.0399999991059303,0.1500000059604644,108.0,0.4000000059604645,4.400000095367432,4.6000003814697195,6.739999771118164,32.0,27.39999961853028,7.449999809265137,MUQUEM DE SAO FRANCISCO,0,1,0,0,0,RIO SAO FRANCISCO,2018-09-05,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,12.699999809265137,120.0,2.0,0.0399999991059303,0.1500000059604644,108.0,0.4000000059604645,4.400000095367432,4.6000003814697195,6.739999771118164,32.0,27.39999961853028,7.449999809265137,MORPARA,0,1,0,0,0,RIO SAO FRANCISCO,2018-09-05,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,0.4000000059604645,96.0,4.0,0.0299999993294477,0.0199999995529651,88.0,0.4000000059604645,8.399999618530273,7.899999618530273,6.329999923706055,32.0,24.100000381469727,6.590000152587891,IBIRAPITANGA,0,1,0,0,0,RIO ORICO GRANDE,2019-07-08,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,0.4000000059604645,96.0,4.0,0.0299999993294477,0.0199999995529651,88.0,0.4000000059604645,8.399999618530273,7.899999618530273,6.329999923706055,32.0,24.100000381469727,6.590000152587891,CAMAMU,0,1,0,0,0,RIO ORICO GRANDE,2019-07-08,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,0.4000000059604645,96.0,4.0,0.0299999993294477,0.0199999995529651,88.0,0.4000000059604645,8.399999618530273,7.899999618530273,6.329999923706055,32.0,24.100000381469727,6.590000152587891,UBAITABA,0,1,0,0,0,RIO ORICO GRANDE,2019-07-08,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,2.1700000762939453,76.0,12.0,0.0399999991059303,0.0599999986588954,60.0,0.5,6.199999809265137,4.6000003814697195,6.650000095367432,29.0,24.39999961853028,6.920000076293945,IBIRAPITANGA,1,0,0,0,0,RIO ORICO GRANDE,2019-10-08,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,0.7599999904632568,116.0,2.0,0.1000000014901161,0.0599999986588954,72.0,0.4000000059604645,19.0,3.8999996185302734,4.739999771118164,25.0,21.100000381469727,6.480000019073486,UBAITABA,0,1,0,0,0,RIO ORICO GRANDE,2017-07-25,rio,Cylindrospermopsis sp.,3200.0,BA,NORDESTE,1
110.0,1.0,24.39999961853028,148.0,4.0,0.1000000014901161,0.0299999993294477,50.0,0.4000000059604645,53.0,1.5,6.190000057220459,28.0,26.5,6.989999771118164,IBIRAPITANGA,1,0,0,0,0,RIO ORICO GRANDE,2018-10-17,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
110.0,1.0,24.39999961853028,148.0,4.0,0.1000000014901161,0.0299999993294477,50.0,0.4000000059604645,53.0,1.5,6.190000057220459,28.0,26.5,6.989999771118164,CAMAMU,1,0,0,0,0,RIO ORICO GRANDE,2018-10-17,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,0.4000000059604645,90.0,2.0,0.0199999995529651,0.0700000002980232,60.0,0.4000000059604645,9.5,1.1000003814697195,5.340000152587891,27.0,25.89999961853028,6.610000133514404,UBAITABA,0,0,1,0,0,RIO ORICO GRANDE,2018-04-24,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,2.5,50.0,3.0,0.0399999991059303,0.0199999995529651,50.0,0.4000000059604645,5.099999904632568,-2.8999996185302805,6.199999809265137,22.0,24.89999961853028,8.779999732971191,SAO DESIDERIO,0,1,0,0,0,RIO GRANDE,2019-07-11,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,2.880000114440918,96.0,3.0,0.0299999993294477,0.0199999995529651,76.0,0.4000000059604645,4.400000095367432,-4.0,6.980000019073486,21.0,25.0,8.829999923706055,SAO DESIDERIO,0,1,0,0,0,RIO GRANDE,2019-07-11,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,0.7599999904632568,50.0,3.0,0.0199999995529651,0.0199999995529651,50.0,0.4000000059604645,27.700000762939453,-2.8999996185302805,7.510000228881836,22.0,24.89999961853028,7.260000228881836,SAO DESIDERIO,1,0,0,0,0,RIO GRANDE,2019-10-28,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,0.7099999785423279,50.0,3.0,0.0199999995529651,0.0199999995529651,50.0,0.4000000059604645,32.900001525878906,-2.299999237060547,7.119999885559082,23.0,25.299999237060547,7.289999961853027,SAO DESIDERIO,1,0,0,0,0,RIO GRANDE,2019-10-28,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,0.7599999904632568,50.0,3.0,0.0199999995529651,0.0199999995529651,50.0,0.4000000059604645,27.700000762939453,-2.8999996185302805,7.510000228881836,22.0,24.89999961853028,7.260000228881836,BARREIRAS,1,0,0,0,0,RIO GRANDE,2019-10-28,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,0.7099999785423279,50.0,3.0,0.0199999995529651,0.0199999995529651,50.0,0.4000000059604645,32.900001525878906,-2.299999237060547,7.119999885559082,23.0,25.299999237060547,7.289999961853027,BARREIRAS,1,0,0,0,0,RIO GRANDE,2019-10-28,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,3.2100000381469727,50.0,3.0,0.0199999995529651,0.0199999995529651,50.0,0.4000000059604645,3.200000047683716,-1.2999992370605469,6.630000114440918,26.0,27.299999237060547,6.690000057220459,ANGICAL,0,0,1,0,0,RIO GRANDE,2018-05-14,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,3.2100000381469727,50.0,2.0,0.0399999991059303,0.0199999995529651,50.0,0.4000000059604645,3.400000095367432,-1.6000003814697266,4.71999979019165,25.0,26.600000381469727,6.400000095367432,ANGICAL,0,0,1,0,0,RIO GRANDE,2018-05-14,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,5.489999771118164,64.0,3.0,0.0199999995529651,0.0199999995529651,56.0,0.4000000059604645,14.199999809265137,-2.5,6.389999866485596,28.0,30.5,6.230000019073486,COTEGIPE,1,0,0,0,0,RIO GRANDE,2019-10-07,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,2.220000028610229,68.0,3.0,0.0199999995529651,0.0199999995529651,58.0,0.4000000059604645,4.900000095367432,-0.20000076293945312,5.659999847412109,28.0,28.200000762939453,6.369999885559082,COTEGIPE,1,0,0,0,0,RIO GRANDE,2019-10-07,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,2.1700000762939453,66.0,4.0,0.0199999995529651,0.0199999995529651,60.0,0.4000000059604645,6.900000095367432,-1.2999992370605469,4.75,26.0,27.299999237060547,6.389999866485596,COTEGIPE,1,0,0,0,0,RIO GRANDE,2019-10-07,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,2.1700000762939453,50.0,3.0,0.0199999995529651,0.0199999995529651,50.0,0.4000000059604645,8.100000381469727,-0.2999992370605469,6.079999923706055,27.0,27.299999237060547,6.349999904632568,COTEGIPE,1,0,0,0,0,RIO GRANDE,2019-10-07,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,2.5,50.0,3.0,0.0399999991059303,0.0199999995529651,50.0,0.4000000059604645,5.099999904632568,-2.8999996185302805,6.199999809265137,22.0,24.89999961853028,8.779999732971191,SAO DESIDERIO,0,1,0,0,0,RIO GRANDE,2019-07-15,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,2.880000114440918,96.0,3.0,0.0299999993294477,0.0199999995529651,76.0,0.4000000059604645,4.400000095367432,-4.0,6.980000019073486,21.0,25.0,8.829999923706055,SAO DESIDERIO,0,1,0,0,0,RIO GRANDE,2019-07-15,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,1.7400000095367432,50.0,2.0,0.0199999995529651,0.0199999995529651,50.0,0.4000000059604645,3.200000047683716,8.10000038146972,6.849999904632568,39.0,30.89999961853028,7.380000114440918,ANGICAL,1,0,0,0,0,RIO GRANDE,2018-10-10,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,2.1700000762939453,56.0,2.0,0.0199999995529651,0.0199999995529651,50.0,0.4000000059604645,7.400000095367432,5.899999618530273,5.590000152587891,35.0,29.100000381469727,7.260000228881836,ANGICAL,1,0,0,0,0,RIO GRANDE,2018-10-10,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,2.5,50.0,2.0,0.0199999995529651,0.0199999995529651,50.0,0.4000000059604645,5.5,1.6000003814697195,4.519999980926514,29.0,27.39999961853028,6.96999979019165,ANGICAL,1,0,0,0,0,RIO GRANDE,2018-10-10,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,2.8299999237060547,50.0,2.0,0.0199999995529651,0.0199999995529651,50.0,0.4000000059604645,5.199999809265137,-1.7999992370605469,5.679999828338623,26.0,27.799999237060547,6.570000171661377,ANGICAL,1,0,0,0,0,RIO GRANDE,2018-10-10,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,5.489999771118164,64.0,3.0,0.0199999995529651,0.0199999995529651,56.0,0.4000000059604645,14.199999809265137,-2.5,6.389999866485596,28.0,30.5,6.230000019073486,SAO DESIDERIO,1,0,0,0,0,RIO GRANDE,2019-10-09,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,2.220000028610229,68.0,3.0,0.0199999995529651,0.0199999995529651,58.0,0.4000000059604645,4.900000095367432,-0.20000076293945312,5.659999847412109,28.0,28.200000762939453,6.369999885559082,SAO DESIDERIO,1,0,0,0,0,RIO GRANDE,2019-10-09,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,2.1700000762939453,66.0,4.0,0.0199999995529651,0.0199999995529651,60.0,0.4000000059604645,6.900000095367432,-1.2999992370605469,4.75,26.0,27.299999237060547,6.389999866485596,SAO DESIDERIO,1,0,0,0,0,RIO GRANDE,2019-10-09,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,2.1700000762939453,50.0,3.0,0.0199999995529651,0.0199999995529651,50.0,0.4000000059604645,8.100000381469727,-0.2999992370605469,6.079999923706055,27.0,27.299999237060547,6.349999904632568,SAO DESIDERIO,1,0,0,0,0,RIO GRANDE,2019-10-09,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,1.0399999618530271,50.0,2.0,0.0299999993294477,0.0199999995529651,50.0,0.4000000059604645,4.599999904632568,-1.0,5.269999980926514,23.0,24.0,7.239999771118164,CRISTOPOLIS,1,0,0,0,0,RIO GRANDE,2018-10-04,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,1.0299999713897705,50.0,2.0,0.0299999993294477,0.0199999995529651,50.0,0.4000000059604645,5.199999809265137,0.5,5.449999809265137,24.0,23.5,6.25,CRISTOPOLIS,1,0,0,0,0,RIO GRANDE,2018-10-04,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,2.5,50.0,3.0,0.0399999991059303,0.0199999995529651,50.0,0.4000000059604645,5.099999904632568,-2.8999996185302805,6.199999809265137,22.0,24.89999961853028,8.779999732971191,RIACHAO DAS NEVES,0,1,0,0,0,RIO GRANDE,2019-07-17,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
