Região Geográfica,UF,Município,Código IBGE,Date,Data_da_coleta,Categoria do manancial superficial,Unidade,Resultado,Nome_Rio_sisagua,Estacao_Codigo_split,Nome_Municipio,Profundidade,TempAr,TempAmostra,pH,Turbidez,CondutividadeEletrica,CondutividadeEspecifica,DBO,OD,SolTotais,SolSuspensaoTotais,SolDissolvidosTotais,NitrogenioTotal,NitrogenioAmoniacal,Nitratos,FosforoTotal,Ano,Clorofila,ODsaturacao,DescargaLiquida,OrtofosfatoTotal,Latitude,Longitude,Altitude,Classe
SUDESTE,SP,PIRACAIA,353860,2018-12-14,2018-12-27,rio,Cylindrospermopsis sp.,50190,RIO DA CACHOEIRA,21387000,PIRACAIA,0.949999988079071,33.0,24.979999542236328,6.639999866485596,,,41.0,,6.989999771118164,,,,,,,,2018,,93.0999984741211,,,-23.0517,-46.3653,788.0,1
SUDESTE,SP,PIRACAIA,353860,2018-12-14,2018-12-27,rio,Cylindrospermopsis sp.,50190,RIO DA CACHOEIRA,21387000,PIRACAIA,0.949999988079071,33.0,24.959999084472656,6.619999885559082,,,41.0,,7.010000228881836,,,,,,,,2018,,93.3000030517578,,,-23.0517,-46.3653,788.0,1
SUDESTE,SP,PIRACAIA,353860,2018-12-14,2018-12-27,rio,Cylindrospermopsis sp.,50190,RIO DA CACHOEIRA,21387000,PIRACAIA,0.9300000071525574,33.0,24.989999771118164,6.599999904632568,,,41.0,,7.039999961853027,,,,,,,,2018,,93.9000015258789,,,-23.0517,-46.3653,788.0,1
SUDESTE,SP,SAO JOAO DA BOA VISTA,354910,2018-11-23,2018-12-03,rio,Cylindrospermopsis sp.,1550,RIO JAGUARI-MIRIM,21492000,SAO JOAO DA BOA VISTA,,,24.1200008392334,8.3100004196167,60.52999877929688,,78.5,,6.809999942779541,,,,,,,,2018,,81.0999984741211,,,-21.9783,-46.8069,742.0,0
SUDESTE,SP,SAO JOAO DA BOA VISTA,354910,2018-11-23,2018-12-03,rio,Cylindrospermopsis sp.,1550,RIO JAGUARI-MIRIM,21492000,SAO JOAO DA BOA VISTA,,,24.049999237060547,8.260000228881836,72.69000244140625,,76.5,,6.809999942779541,,,,,,,,2018,,81.0,,,-21.9783,-46.8069,742.0,0
SUDESTE,SP,SAO JOAO DA BOA VISTA,354910,2018-11-23,2018-12-03,rio,Cylindrospermopsis sp.,1550,RIO JAGUARI-MIRIM,21492000,SAO JOAO DA BOA VISTA,,,24.209999084472656,8.520000457763672,62.81999969482422,,78.69999694824219,,6.909999847412109,,,,,,,,2018,,82.4000015258789,,,-21.9783,-46.8069,742.0,0
SUDESTE,SP,SAO BERNARDO DO CAMPO,354870,2018-01-11,2018-01-15,represa,Pseudoanabaena sp.,1047,RIO GRANDE,21488000,SAO BERNARDO DO CAMPO,,,,,2.799999952316284,,,7.0,7.710000038146973,,100.0,100.0,,0.1000000014901161,,,2018,17.3700008392334,,,,-23.7692,-46.5331,760.0,0
SUDESTE,SP,SAO BERNARDO DO CAMPO,354870,2018-01-11,2018-01-22,represa,Aphanocapsa sp.,2232,RIO GRANDE,21488000,SAO BERNARDO DO CAMPO,,,,,2.799999952316284,,,7.0,7.710000038146973,,100.0,100.0,,0.1000000014901161,,,2018,17.3700008392334,,,,-23.7692,-46.5331,760.0,0
SUDESTE,SP,MAIRIPORA,352850,2019-11-28,2019-12-02,rio,Cylindrospermopsis sp.,1351,RIO JUQUERI,21287000,MAIRIPORA,,21.299999237060547,24.5,7.300000190734863,1.3300000429153442,,41.0,3.0,8.010000228881836,100.0,100.0,100.0,,,0.2000000029802322,0.0199999995529651,2019,17.81999969482422,,,,-23.3403,-46.6625,750.0,0
SUDESTE,SP,ITAPEVA,352240,2019-06-04,2019-06-05,rio,Planktothrix sp.,485,RIO TAQUARI,21226000,ITAPEVA,,18.0,18.700000762939453,6.5,130.0,,35.79999923706055,2.0,8.100000381469727,201.0,,92.0,,,0.4000000059604645,0.1599999964237213,2019,1.7799999713897705,,,,-23.9742,-48.9172,625.0,0
SUDESTE,SP,LARANJAL PAULISTA,352640,2020-11-03,2020-11-17,rio,Cylindrospermopsis sp.,83,RIO SOROCABA,21266000,LARANJAL PAULISTA,,29.100000381469727,23.600000381469727,7.0,11.0,,177.5,3.0,6.199999809265137,143.0,,50.0,,0.5199999809265137,2.7799999713897705,0.2800000011920929,2020,4.679999828338623,,,0.2399999946355819,-23.0228,-47.8197,460.0,0
SUDESTE,SP,MAIRIPORA,352850,2020-10-06,2020-10-19,rio,Dolichospermum sp.,64,RIO JUQUERI,21287000,MAIRIPORA,,,26.5,7.989999771118164,1.8200000524520876,,43.20000076293945,3.0,8.220000267028809,100.0,100.0,,,0.1000000014901161,,0.0199999995529651,2020,,,,,-23.3403,-46.6625,750.0,0
SUDESTE,SP,PIRACAIA,353860,2020-11-05,2020-11-16,rio,Cylindrospermopsis sp.,196014,RIO DA CACHOEIRA,21387000,PIRACAIA,0.7699999809265137,25.0,22.36000061035156,7.179999828338623,0.3000000119209289,,45.0,,7.329999923706055,,,,,,,,2020,,,,,-23.0517,-46.3653,788.0,1
SUDESTE,SP,PIRACAIA,353860,2020-11-05,2020-11-16,rio,Cylindrospermopsis sp.,196014,RIO DA CACHOEIRA,21387000,PIRACAIA,0.8899999856948853,25.0,22.36000061035156,7.150000095367432,0.3000000119209289,,44.0,,7.320000171661377,,,,,,,,2020,,,,,-23.0517,-46.3653,788.0,1
SUDESTE,SP,PIRACAIA,353860,2020-11-05,2020-11-16,rio,Cylindrospermopsis sp.,196014,RIO DA CACHOEIRA,21387000,PIRACAIA,0.8199999928474426,25.0,22.36000061035156,7.170000076293945,0.3000000119209289,,45.0,,7.329999923706055,,,,,,,,2020,,,,,-23.0517,-46.3653,788.0,1
SUDESTE,SP,PIRACAIA,353860,2021-08-12,2021-08-23,rio,Cylindrospermopsis sp.,49182,RIO DA CACHOEIRA,21387000,PIRACAIA,0.8299999833106995,16.0,14.899999618530272,7.079999923706055,,,48.0,,7.940000057220459,,,,,,,,2021,,,,,-23.0517,-46.3653,788.0,1
SUDESTE,SP,PIRACAIA,353860,2021-08-12,2021-08-23,rio,Cylindrospermopsis sp.,49182,RIO DA CACHOEIRA,21387000,PIRACAIA,0.8500000238418579,16.0,14.600000381469728,7.139999866485596,,,49.0,,7.960000038146973,,,,,,,,2021,,,,,-23.0517,-46.3653,788.0,1
SUDESTE,SP,PIRACAIA,353860,2021-08-12,2021-08-23,rio,Cylindrospermopsis sp.,49182,RIO DA CACHOEIRA,21387000,PIRACAIA,0.8299999833106995,16.0,14.399999618530272,7.099999904632568,,,49.0,,7.940000057220459,,,,,,,,2021,,,,,-23.0517,-46.3653,788.0,1
SUDESTE,SP,MAIRIPORA,352850,2021-02-24,2021-03-02,rio,Planktothrix sp.,215,RIO JUQUERI,21287000,MAIRIPORA,,26.399999618530277,27.600000381469727,7.800000190734863,5.360000133514404,,10.100000381469728,,8.529999732971191,86.0,,50.0,,0.050000000745058,0.0599999986588954,0.0399999991059303,2021,32.34000015258789,,,0.0199999995529651,-23.3403,-46.6625,750.0,0
SUDESTE,SP,BIRITIBA-MIRIM,350660,2021-08-16,2021-08-23,rio,Pseudoanabaena sp.,2236,RIO TIETE,21067000,BIRITIBA-MIRIM,,17.200000762939453,17.700000762939453,6.400000095367432,2.5999999046325684,,28.0,,6.949999809265137,100.0,100.0,100.0,,0.1000000014901161,0.0900000035762786,0.0199999995529651,2021,5.050000190734863,,,0.0199999995529651,-23.565,-46.0158,750.0,0
SUDESTE,SP,BIRITIBA-MIRIM,350660,2017-11-23,2017-12-04,rio,Cylindrospermopsis sp.,6900,RIO TIETE,21067000,BIRITIBA-MIRIM,,,,,13.0,,,3.0,3.0199999809265137,,100.0,100.0,,0.3100000023841858,,,2017,4.010000228881836,,,,-23.565,-46.0158,750.0,0
SUDESTE,SP,BIRITIBA-MIRIM,350660,2017-11-23,2017-12-04,rio,Pseudoanabaena sp.,1560,RIO TIETE,21067000,BIRITIBA-MIRIM,,,,,13.0,,,3.0,3.0199999809265137,,100.0,100.0,,0.3100000023841858,,,2017,4.010000228881836,,,,-23.565,-46.0158,750.0,0
SUDESTE,SP,SAO BERNARDO DO CAMPO,354870,2017-11-16,2017-11-27,represa,Cylindrospermopsis sp.,328,RIO GRANDE,21488000,SAO BERNARDO DO CAMPO,,,,,2.900000095367432,,,3.0,9.010000228881836,,100.0,100.0,,0.1000000014901161,,,2017,17.110000610351562,,,,-23.7692,-46.5331,760.0,0
SUDESTE,SP,SAO BERNARDO DO CAMPO,354870,2017-12-07,2017-12-11,represa,Aphanocapsa sp.,3565,RIO GRANDE,21488000,SAO BERNARDO DO CAMPO,,,,,2.700000047683716,,,3.0,8.569999694824219,,100.0,100.0,,0.1000000014901161,,,2017,23.520000457763672,,,,-23.7692,-46.5331,760.0,0
SUDESTE,SP,SANTA ISABEL,354680,2017-02-08,2017-02-14,rio,Planktothrix sp.,19,RIO JAGUARI,21467000,SANTA ISABEL,,,25.0,7.0,26.0,,,3.0,,,,,0.5,,,0.0199999995529651,2017,1.5,,,,-23.3303,-46.2811,,0
SUDESTE,SP,SANTA ISABEL,354680,2017-02-08,2017-02-14,rio,Planktothrix sp.,19,RIO JAGUARI,21467000,SANTA ISABEL,,,28.0,6.900000095367432,4.0,,,3.0,,,,,0.5299999713897705,,,0.0199999995529651,2017,2.6700000762939453,,,,-23.2908,-46.2339,,0
SUDESTE,SP,SANTA ISABEL,354680,2017-06-21,2017-07-04,rio,Aphanocapsa sp.,114,RIO JAGUARI,21467000,SANTA ISABEL,,,16.0,7.5,8.0,,,3.0,,,,,0.5,,,0.0799999982118606,2017,,,,,-23.3303,-46.2811,,0
SUDESTE,SP,SANTA ISABEL,354680,2017-06-21,2017-07-04,rio,Aphanocapsa sp.,114,RIO JAGUARI,21467000,SANTA ISABEL,,,20.0,7.199999809265137,3.0,,,3.0,,,,,0.5,,,0.0199999995529651,2017,,,,,-23.2908,-46.2339,,0
SUDESTE,SP,CARAPICUIBA,351060,2018-01-04,2018-01-08,rio,Cylindrospermopsis sp.,189,RIO COTIA,21107000,CARAPICUIBA,,,23.0,7.110000133514404,33.0,,,35.0,4.599999904632568,,306.0,306.0,,4.340000152587891,,,2018,1.7799999713897705,,,,-23.5403,-46.8625,731.0,0
SUDESTE,SP,PIRACAIA,353860,2018-01-15,2018-01-17,rio,Microcystis sp.,357,RIO DA CACHOEIRA,21387000,PIRACAIA,,,24.399999618530277,7.130000114440918,17.0,,,2.0,5.989999771118164,,100.0,100.0,,0.5,,,2018,1.0,,,,-23.0953,-46.4419,760.0,0
SUDESTE,SP,PIRACAIA,353860,2018-01-10,2018-01-17,rio,Microcystis sp.,357,RIO DA CACHOEIRA,21387000,PIRACAIA,,,27.0,7.829999923706055,4.510000228881836,,,7.0,8.550000190734863,,100.0,100.0,,0.1000000014901161,,,2018,9.0,,,,-23.0336,-46.29,826.0,0
SUDESTE,SP,SAO LUIS DO PARAITINGA,355000,2018-06-20,2018-07-03,rio,Geitlerinema sp.,71,RIO PARAITINGA,21501000,SAO LUIS DO PARAITINGA,0.2000000029802322,21.0,19.309999465942383,7.210000038146973,2.5999999046325684,,35.5,,6.579999923706055,,,,,,,,2018,,,,,-23.2386,-45.3067,730.0,0
SUDESTE,SP,PAULINIA,353650,2019-05-28,2019-06-10,rio,Cylindrospermopsis sp.,56,RIO JAGUARI,21367000,PAULINIA,,29.0,19.700000762939453,6.929999828338623,12.0,,151.6999969482422,3.0,7.139999866485596,141.0,,114.0,,,2.650000095367432,0.2000000029802322,2019,1.5,,,,-22.6989,-47.1519,597.0,0
SUDESTE,SP,BIRITIBA-MIRIM,350660,2021-05-05,2021-05-10,rio,Cylindrospermopsis sp.,516,RIO TIETE,21067000,BIRITIBA-MIRIM,,27.899999618530277,22.600000381469727,7.599999904632568,4.599999904632568,,30.0,,6.130000114440918,100.0,100.0,100.0,,0.1000000014901161,0.5,0.0199999995529651,2021,6.949999809265137,,,0.5,-23.565,-46.0158,750.0,0
SUDESTE,SP,SAO JOAO DA BOA VISTA,354910,2022-03-22,2022-04-04,rio,Pseudoanabaena sp.,22,RIO JAGUARI-MIRIM,21492000,SAO JOAO DA BOA VISTA,0.3199999928474426,26.700000762939453,23.56999969482422,6.300000190734863,11.699999809265137,,121.0,,8.489999771118164,,,,,,,,2022,,,,,-21.9783,-46.8069,742.0,0
SUDESTE,SP,PIRACAIA,353860,2017-07-24,2017-07-25,rio,Cylindrospermopsis sp.,50652,RIO DA CACHOEIRA,21387000,PIRACAIA,0.699999988079071,26.0,17.489999771118164,8.079999923706055,3.5,,50.5,,7.599999904632568,,,,,,,,2017,,,,,-23.0517,-46.3653,788.0,1
SUDESTE,SP,PIRACAIA,353860,2017-12-08,2017-12-12,rio,Dolichospermum sp.,273,RIO DA CACHOEIRA,21387000,PIRACAIA,1.0,30.0,23.399999618530277,8.649999618530273,21.299999237060547,,43.09999847412109,,6.550000190734863,,,,,,,,2017,,84.30000305175781,,,-23.0517,-46.3653,788.0,0
SUDESTE,SP,PIRACAIA,353860,2017-12-08,2017-12-12,rio,Dolichospermum sp.,273,RIO DA CACHOEIRA,21387000,PIRACAIA,0.8999999761581421,30.0,23.399999618530277,9.010000228881836,16.100000381469727,,43.0,,6.550000190734863,,,,,,,,2017,,84.4000015258789,,,-23.0517,-46.3653,788.0,0
SUDESTE,SP,PIRACAIA,353860,2017-12-08,2017-12-12,rio,Dolichospermum sp.,273,RIO DA CACHOEIRA,21387000,PIRACAIA,1.2100000381469729,30.0,23.399999618530277,8.699999809265137,19.0,,43.29999923706055,,6.539999961853027,,,,,,,,2017,,84.19999694824219,,,-23.0517,-46.3653,788.0,0
SUDESTE,SP,SAO JOAO DA BOA VISTA,354910,2017-12-04,2017-12-17,rio,Microcystis sp.,236,RIO JAGUARI-MIRIM,21492000,SAO JOAO DA BOA VISTA,,,23.5,7.199999809265137,61.0,,,3.0,6.300000190734863,,148.0,100.0,,0.1199999973177909,,,2017,1.0,,,,-21.8831,-46.8694,673.0,0
SUDESTE,SP,SAO JOAO DA BOA VISTA,354910,2017-12-04,2017-12-17,rio,Microcystis sp.,236,RIO JAGUARI-MIRIM,21492000,SAO JOAO DA BOA VISTA,0.7799999713897705,29.0,24.100000381469727,8.9399995803833,44.0,,79.9000015258789,,7.090000152587891,,,,,,,,2017,,92.6999969482422,,,-21.9783,-46.8069,742.0,0
SUDESTE,SP,SAO JOAO DA BOA VISTA,354910,2017-12-04,2017-12-17,rio,Microcystis sp.,236,RIO JAGUARI-MIRIM,21492000,SAO JOAO DA BOA VISTA,0.8299999833106995,29.0,24.100000381469727,8.869999885559082,39.70000076293945,,79.69999694824219,,7.079999923706055,,,,,,,,2017,,93.0,,,-21.9783,-46.8069,742.0,0
SUDESTE,SP,SAO JOAO DA BOA VISTA,354910,2017-12-04,2017-12-17,rio,Microcystis sp.,236,RIO JAGUARI-MIRIM,21492000,SAO JOAO DA BOA VISTA,0.7200000286102295,29.0,24.399999618530277,9.109999656677246,33.70000076293945,,79.80000305175781,,7.170000076293945,,,,,,,,2017,,93.9000015258789,,,-21.9783,-46.8069,742.0,0
SUDESTE,SP,SAO BERNARDO DO CAMPO,354870,2017-11-16,2017-11-20,represa,Microcystis sp.,252,RIO GRANDE,21488000,SAO BERNARDO DO CAMPO,,,,,2.900000095367432,,,3.0,9.010000228881836,,100.0,100.0,,0.1000000014901161,,,2017,17.110000610351562,,,,-23.7692,-46.5331,760.0,0
SUDESTE,SP,SAO BERNARDO DO CAMPO,354870,2017-11-16,2017-11-20,represa,Pseudoanabaena sp.,457,RIO GRANDE,21488000,SAO BERNARDO DO CAMPO,,,,,2.900000095367432,,,3.0,9.010000228881836,,100.0,100.0,,0.1000000014901161,,,2017,17.110000610351562,,,,-23.7692,-46.5331,760.0,0
SUDESTE,SP,SAO BERNARDO DO CAMPO,354870,2017-11-16,2017-11-27,represa,Dolichospermum sp.,592,RIO GRANDE,21488000,SAO BERNARDO DO CAMPO,,,,,2.900000095367432,,,3.0,9.010000228881836,,100.0,100.0,,0.1000000014901161,,,2017,17.110000610351562,,,,-23.7692,-46.5331,760.0,0
SUDESTE,SP,PIRACAIA,353860,2018-07-04,2018-07-05,rio,Dolichospermum sp.,532,RIO DA CACHOEIRA,21387000,PIRACAIA,0.3400000035762787,26.0,19.90999984741211,9.260000228881836,0.0,,45.0,,7.260000228881836,,,,,,,,2018,,87.69999694824219,,,-23.0517,-46.3653,788.0,0
SUDESTE,SP,PIRACAIA,353860,2018-07-04,2018-07-05,rio,Dolichospermum sp.,532,RIO DA CACHOEIRA,21387000,PIRACAIA,0.550000011920929,26.0,19.81999969482422,8.890000343322754,0.0,,44.0,,7.130000114440918,,,,,,,,2018,,86.0,,,-23.0517,-46.3653,788.0,0
SUDESTE,SP,VARGEM,355635,2018-11-23,2018-12-03,rio,Dolichospermum sp.,743,RIO JAGUARI,21564400,VARGEM,,24.299999237060547,21.600000381469727,8.0,52.09999847412109,,45.70000076293945,4.0,7.599999904632568,111.0,39.0,72.0,,0.2800000011920929,0.9200000166893004,0.1400000005960464,2018,0.8009999990463257,,,,-22.8808,-46.3914,861.0,0
SUDESTE,SP,VARGEM,355635,2018-11-23,2018-11-26,rio,Dolichospermum sp.,4917,RIO JAGUARI,21564400,VARGEM,,24.299999237060547,21.600000381469727,8.0,52.09999847412109,,45.70000076293945,4.0,7.599999904632568,111.0,39.0,72.0,,0.2800000011920929,0.9200000166893004,0.1400000005960464,2018,0.8009999990463257,,,,-22.8808,-46.3914,861.0,0
SUDESTE,SP,BIRITIBA-MIRIM,350660,2018-01-10,2018-01-23,rio,Geitlerinema sp.,20,RIO TIETE,21067000,BIRITIBA-MIRIM,,,,,10.0,,,6.0,3.700000047683716,,100.0,100.0,,0.1000000014901161,,,2018,4.010000228881836,,,,-23.565,-46.0158,750.0,0
SUDESTE,SP,MAIRIPORA,352850,2019-11-28,2019-12-02,rio,Planktothrix sp.,31,RIO JUQUERI,21287000,MAIRIPORA,,21.299999237060547,24.5,7.300000190734863,1.3300000429153442,,41.0,3.0,8.010000228881836,100.0,100.0,100.0,,,0.2000000029802322,0.0199999995529651,2019,17.81999969482422,,,,-23.3403,-46.6625,750.0,0
SUDESTE,SP,ITAPEVA,352240,2019-12-03,2019-12-04,rio,Geitlerinema sp.,522,RIO TAQUARI,21226000,ITAPEVA,,24.5,21.299999237060547,7.400000095367432,55.0,,131.5,2.0,7.599999904632568,157.0,,107.0,,,0.3400000035762787,0.0799999982118606,2019,0.8899999856948853,,,,-23.9742,-48.9172,625.0,0
SUDESTE,SP,COLOMBIA,351210,2019-04-11,2019-04-15,rio,Microcystis sp.,341,RIO GRANDE,21122000,COLOMBIA,,28.100000381469727,26.799999237060547,6.960000038146973,10.0,,60.79999923706055,2.0,6.489999771118164,65.0,,63.0,,,0.4000000059604645,0.0399999991059303,2019,,,,,-20.1642,-48.6897,,0
SUDESTE,SP,BRAGANCA PAULISTA,350760,2020-09-01,2020-09-14,rio,Cylindrospermopsis sp.,47,RIO JAGUARI,21077000,BRAGANCA PAULISTA,,27.0,20.799999237060547,6.639999866485596,10.0,,65.5999984741211,,4.0,100.0,,100.0,,0.5,0.6000000238418579,0.0700000002980232,2020,1.0,,,0.050000000745058,-22.9083,-46.5436,780.0,0
SUDESTE,SP,MAIRIPORA,352850,2020-02-04,2020-02-17,rio,Cylindrospermopsis sp.,195,RIO JUQUERI,21287000,MAIRIPORA,,25.0,27.0,6.599999904632568,4.610000133514404,,46.0,3.0,7.0,100.0,100.0,100.0,,,0.1500000059604644,0.0299999993294477,2020,10.15999984741211,,,,-23.3403,-46.6625,750.0,0
SUDESTE,SP,MAIRIPORA,352850,2020-02-04,2020-02-17,rio,Cylindrospermopsis sp.,195,RIO JUQUERI,21287000,MAIRIPORA,,,27.200000762939453,7.510000228881836,3.5999999046325684,,45.20000076293945,3.0,7.210000038146973,100.0,100.0,,,,,0.0399999991059303,2020,,,,,-23.3403,-46.6625,750.0,0
SUDESTE,SP,PIRACAIA,353860,2020-01-29,2020-02-03,rio,Cylindrospermopsis sp.,16884,RIO DA CACHOEIRA,21387000,PIRACAIA,0.75,27.0,25.0,8.470000267028809,,,39.0,,7.070000171661377,,,,,,,,2020,,,,,-23.0517,-46.3653,788.0,1
SUDESTE,SP,PIRACAIA,353860,2020-01-29,2020-02-03,rio,Cylindrospermopsis sp.,16884,RIO DA CACHOEIRA,21387000,PIRACAIA,0.9300000071525574,27.0,25.07999992370605,8.140000343322754,,,39.0,,7.079999923706055,,,,,,,,2020,,,,,-23.0517,-46.3653,788.0,1
SUDESTE,SP,PIRACAIA,353860,2020-01-29,2020-02-03,rio,Cylindrospermopsis sp.,16884,RIO DA CACHOEIRA,21387000,PIRACAIA,0.9100000262260436,27.0,25.07999992370605,8.569999694824219,,,39.0,,7.099999904632568,,,,,,,,2020,,,,,-23.0517,-46.3653,788.0,1
SUDESTE,SP,PIRACAIA,353860,2020-01-29,2020-02-03,rio,Dolichospermum sp.,286,RIO DA CACHOEIRA,21387000,PIRACAIA,0.75,27.0,25.0,8.470000267028809,,,39.0,,7.070000171661377,,,,,,,,2020,,,,,-23.0517,-46.3653,788.0,0
SUDESTE,SP,PIRACAIA,353860,2020-01-29,2020-02-03,rio,Dolichospermum sp.,286,RIO DA CACHOEIRA,21387000,PIRACAIA,0.9300000071525574,27.0,25.07999992370605,8.140000343322754,,,39.0,,7.079999923706055,,,,,,,,2020,,,,,-23.0517,-46.3653,788.0,0
SUDESTE,SP,PIRACAIA,353860,2020-01-29,2020-02-03,rio,Dolichospermum sp.,286,RIO DA CACHOEIRA,21387000,PIRACAIA,0.9100000262260436,27.0,25.07999992370605,8.569999694824219,,,39.0,,7.099999904632568,,,,,,,,2020,,,,,-23.0517,-46.3653,788.0,0
SUDESTE,SP,PIRACAIA,353860,2020-01-29,2020-02-10,rio,Dolichospermum sp.,1865,RIO DA CACHOEIRA,21387000,PIRACAIA,0.75,27.0,25.0,8.470000267028809,,,39.0,,7.070000171661377,,,,,,,,2020,,,,,-23.0517,-46.3653,788.0,0
SUDESTE,SP,PIRACAIA,353860,2020-01-29,2020-02-10,rio,Dolichospermum sp.,1865,RIO DA CACHOEIRA,21387000,PIRACAIA,0.9300000071525574,27.0,25.07999992370605,8.140000343322754,,,39.0,,7.079999923706055,,,,,,,,2020,,,,,-23.0517,-46.3653,788.0,0
SUDESTE,SP,PIRACAIA,353860,2020-01-29,2020-02-10,rio,Dolichospermum sp.,1865,RIO DA CACHOEIRA,21387000,PIRACAIA,0.9100000262260436,27.0,25.07999992370605,8.569999694824219,,,39.0,,7.099999904632568,,,,,,,,2020,,,,,-23.0517,-46.3653,788.0,0
SUDESTE,SP,ITAPORANGA,352280,2020-02-04,2020-02-17,rio,Planktothrix sp.,634,RIO ITARARE,21230000,ITAPORANGA,,22.200000762939453,23.299999237060547,7.130000114440918,95.0,,62.29999923706055,2.0,6.900000095367432,182.0,,53.0,,,0.5099999904632568,0.1700000017881393,2020,2.6700000762939453,,,,-23.7256,-49.5531,475.0,0
SUDESTE,SP,BIRITIBA-MIRIM,350660,2021-05-05,2021-05-10,rio,Geitlerinema sp.,5028,RIO TIETE,21067000,BIRITIBA-MIRIM,,27.899999618530277,22.600000381469727,7.599999904632568,4.599999904632568,,30.0,,6.130000114440918,100.0,100.0,100.0,,0.1000000014901161,0.5,0.0199999995529651,2021,6.949999809265137,,,0.5,-23.565,-46.0158,750.0,0
SUDESTE,SP,PIRACAIA,353860,2022-07-25,2022-08-08,rio,Raphidiopsis sp.,44919,RIO DA CACHOEIRA,21387000,PIRACAIA,0.8700000047683716,28.0,19.0,7.630000114440918,0.6000000238418579,,45.0,,8.119999885559082,,,,,,,,2022,,,,,-23.0517,-46.3653,788.0,1
