Delta T,TempAr,SolSuspensaoTotais,SolDissolvidosTotais,TempAmostra,SolTotais,pH,Turbidez,OD,Resultado,Unidade,Categoria do manancial superficial,UF,Nome do manancial superficial,Date_x,Município,Classe,Verao,Outono,Inverno,Primavera,Região Geográfica,Outlier
1.700000762939446,30.100000381469727,15.0,24.0,28.39999961853028,29.0,7.670000076293945,2.809999942779541,4.800000190734863,0.0,Microcystis sp.,rio,MG,RIO VERDE,2016-12-19,TRES CORACOES,0,0,0,0,1,SUDESTE,1
-0.1999988555908203,19.100000381469727,10.0,20.0,19.299999237060547,30.0,5.800000190734863,7.110000133514404,7.800000190734863,0.0,Microcystis sp.,rio,MG,RIO VERDE,2018-06-11,TRES CORACOES,0,0,1,0,0,SUDESTE,1
-1.3000011444091797,25.299999237060547,15.0,33.0,26.600000381469727,38.0,7.880000114440918,8.270000457763672,6.199999809265137,0.0,Microcystis sp.,rio,MG,RIO VERDE,2016-12-19,TRES CORACOES,0,0,0,0,1,SUDESTE,1
3.3000011444091797,30.100000381469727,15.0,55.0,26.799999237060547,191.0,7.679999828338623,3.0299999713897705,2.700000047683716,0.0,Microcystis sp.,rio,MG,RIO VERDE,2016-12-19,TRES CORACOES,0,0,0,0,1,SUDESTE,1
1.700000762939446,30.100000381469727,15.0,24.0,28.39999961853028,29.0,7.670000076293945,2.809999942779541,4.800000190734863,0.0,Microcystis sp.,rio,MG,RIO VERDE,2016-12-21,TRES CORACOES,0,0,0,0,1,SUDESTE,1
4.200000762939453,28.0,50.0,878.0,23.799999237060547,914.0,7.619999885559082,5.099999904632568,5.690000057220459,0.0,Microcystis sp.,rio,MG,RIO VERDE,2016-08-01,VARGINHA,0,0,0,1,0,SUDESTE,1
-1.1000003814697266,27.0,15.0,34.0,28.100000381469727,42.0,7.78000020980835,4.070000171661377,5.0,0.0,Microcystis sp.,rio,MG,RIO VERDE,2016-12-19,TRES CORACOES,0,0,0,0,1,SUDESTE,1
3.0,26.0,6.0,14.0,23.0,17.0,7.199999809265137,13.199999809265137,7.0,0.0,Microcystis sp.,rio,MG,RIO VERDE,2018-07-09,CAXAMBU,0,0,0,1,0,SUDESTE,1
-1.3000011444091797,25.299999237060547,15.0,33.0,26.600000381469727,38.0,7.880000114440918,8.270000457763672,6.199999809265137,0.0,Microcystis sp.,rio,MG,RIO VERDE,2016-12-21,TRES CORACOES,0,0,0,0,1,SUDESTE,1
3.3000011444091797,30.100000381469727,15.0,55.0,26.799999237060547,191.0,7.679999828338623,3.0299999713897705,2.700000047683716,0.0,Microcystis sp.,rio,MG,RIO VERDE,2016-12-21,TRES CORACOES,0,0,0,0,1,SUDESTE,1
-0.2999992370605469,23.0,56.0,59.0,23.299999237060547,115.0,6.400000095367432,84.0,7.5,0.0,Microcystis sp.,rio,MG,RIO VERDE,2018-02-28,TRES CORACOES,0,1,0,0,0,SUDESTE,1
0.8999996185302734,24.0,48.0,66.0,23.100000381469727,114.0,6.199999809265137,83.5,6.5,0.0,Microcystis sp.,rio,MG,RIO VERDE,2018-02-28,TRES CORACOES,0,1,0,0,0,SUDESTE,1
5.899999618530273,28.100000381469727,40.0,66.0,22.200000762939453,106.0,6.599999904632568,81.80000305175781,7.900000095367432,0.0,Microcystis sp.,rio,MG,RIO VERDE,2020-02-18,CONCEICAO DO RIO VERDE,0,1,0,0,0,SUDESTE,1
5.0,26.5,134.0,46.0,21.5,180.0,6.400000095367432,131.0,7.0,0.0,Microcystis sp.,rio,MG,RIO VERDE,2020-02-18,CONCEICAO DO RIO VERDE,0,1,0,0,0,SUDESTE,1
-1.1000003814697266,27.0,15.0,34.0,28.100000381469727,42.0,7.78000020980835,4.070000171661377,5.0,0.0,Microcystis sp.,rio,MG,RIO VERDE,2016-12-21,TRES CORACOES,0,0,0,0,1,SUDESTE,1
2.1000003814697195,26.0,55.0,43.0,23.89999961853028,98.0,6.699999809265137,53.400001525878906,7.099999904632568,0.0,Microcystis sp.,rio,MG,RIO VERDE,2018-02-28,TRES CORACOES,0,1,0,0,0,SUDESTE,1
6.399999618530266,28.799999237060547,44.0,54.0,22.39999961853028,98.0,6.099999904632568,66.5999984741211,7.199999809265137,0.0,Microcystis sp.,rio,MG,RIO VERDE,2020-02-18,CONCEICAO DO RIO VERDE,0,1,0,0,0,SUDESTE,1
4.6000003814697195,24.0,8.0,17.0,19.39999961853028,25.0,7.599999904632568,3.1600000858306885,8.399999618530273,0.0,Microcystis sp.,rio,MG,RIO VERDE,2018-02-28,TRES CORACOES,0,1,0,0,0,SUDESTE,1
3.700000762939446,28.100000381469727,36.0,43.0,24.39999961853028,79.0,6.599999904632568,27.100000381469727,6.199999809265137,0.0,Microcystis sp.,rio,MG,RIO VERDE,2018-02-28,TRES CORACOES,0,1,0,0,0,SUDESTE,1
4.299999237060547,26.0,17.0,37.0,21.700000762939453,54.0,6.599999904632568,18.700000762939453,6.0,0.0,Microcystis sp.,rio,MG,RIO VERDE,2018-02-28,TRES CORACOES,0,1,0,0,0,SUDESTE,1
10.600000381469727,29.200000762939453,33.0,24.0,18.600000381469727,57.0,6.099999904632568,30.200000762939453,8.800000190734863,0.0,Microcystis sp.,rio,MG,RIO VERDE,2020-02-18,CONCEICAO DO RIO VERDE,0,1,0,0,0,SUDESTE,1
6.80000114440918,29.100000381469727,26.0,52.0,22.299999237060547,78.0,6.400000095367432,44.70000076293945,6.300000190734863,0.0,Microcystis sp.,rio,MG,RIO VERDE,2020-02-18,CONCEICAO DO RIO VERDE,0,1,0,0,0,SUDESTE,1
9.300001144409173,30.700000762939453,24.0,34.0,21.39999961853028,58.0,6.300000190734863,39.70000076293945,6.400000095367432,0.0,Microcystis sp.,rio,MG,RIO VERDE,2020-02-18,CONCEICAO DO RIO VERDE,0,1,0,0,0,SUDESTE,1
1.3999996185302734,31.0,50.0,236.0,29.600000381469727,236.0,5.590000152587891,1.100000023841858,7.480000019073486,0.0,Microcystis sp.,rio,MG,RIO VERDE,2017-11-07,VARGINHA,0,0,0,0,1,SUDESTE,1
-1.1000003814697266,30.0,50.0,1130.0,31.100000381469727,1134.0,7.409999847412109,2.5999999046325684,9.399999618530272,0.0,Microcystis sp.,rio,MG,RIO VERDE,2017-02-20,TRES CORACOES,0,1,0,0,0,SUDESTE,1
4.1000003814697195,32.0,50.0,154.0,27.89999961853028,198.0,8.649999618530273,1.0,10.399999618530272,0.0,Microcystis sp.,rio,MG,RIO VERDE,2021-05-17,VARGINHA,0,0,1,0,0,SUDESTE,1
4.799999237060547,32.0,50.0,177.0,27.200000762939453,230.0,8.4399995803833,16.399999618530273,9.350000381469728,0.0,Microcystis sp.,rio,MG,RIO VERDE,2021-05-17,VARGINHA,0,0,1,0,0,SUDESTE,1
0.0,22.0,6.0,34.0,22.0,35.0,6.800000190734863,2.9600000381469727,8.199999809265137,0.0,Microcystis sp.,rio,MG,RIO VERDE,2018-07-09,CAXAMBU,0,0,0,1,0,SUDESTE,1
3.0,25.0,13.0,30.0,22.0,43.0,7.199999809265137,9.539999961853027,8.300000190734863,0.0,Microcystis sp.,rio,MG,RIO VERDE,2018-07-09,CAXAMBU,0,0,0,1,0,SUDESTE,1
0.0,22.0,12.0,35.0,22.0,47.0,6.800000190734863,2.6700000762939453,8.199999809265137,0.0,Microcystis sp.,rio,MG,RIO VERDE,2018-07-09,CAXAMBU,0,0,0,1,0,SUDESTE,1
7.0,29.0,6.0,34.0,22.0,37.0,7.199999809265137,4.239999771118164,8.199999809265137,0.0,Microcystis sp.,rio,MG,RIO VERDE,2018-07-09,CAXAMBU,0,0,0,1,0,SUDESTE,1
2.0,24.0,14.0,31.0,22.0,45.0,7.199999809265137,13.399999618530272,8.5,0.0,Microcystis sp.,rio,MG,RIO VERDE,2018-07-09,CAXAMBU,0,0,0,1,0,SUDESTE,1
4.0,26.0,14.0,31.0,22.0,45.0,7.0,7.769999980926514,8.300000190734863,0.0,Microcystis sp.,rio,MG,RIO VERDE,2018-07-09,CAXAMBU,0,0,0,1,0,SUDESTE,1
-1.0,26.0,8.0,29.0,27.0,36.0,6.900000095367432,12.800000190734863,7.300000190734863,0.0,Microcystis sp.,rio,MG,RIO VERDE,2017-12-26,TRES CORACOES,0,0,0,0,1,SUDESTE,1
3.0,31.0,8.0,80.0,28.0,85.0,7.0,14.600000381469728,7.400000095367432,0.0,Microcystis sp.,rio,MG,RIO VERDE,2017-12-26,TRES CORACOES,0,0,0,0,1,SUDESTE,1
