SolTotais,SolSuspensaoTotais,DBO,NitrogenioAmoniacal,Nitratos,Clorofila,FosforoTotal,SolDissolvidosTotais,Turbidez,OD,pH,Delta T,TempAmostra,TempAr,UF,Resultado,Unidade,Categoria do manancial superficial,Nome do manancial superficial,Date_x,Município,Classe,Verao,Outono,Inverno,Primavera,Região Geográfica,Outlier
213.0,61.0,14.0,7.0,2.890000104904175,3.141200065612793,0.550000011920929,152.0,63.09999847412109,2.400000095367432,7.300000190734863,-0.10000038146972656,24.100000381469727,24.0,MG,0.0,Aphanocapsa sp.,rio,RIO XOPOTO,2019-11-25,ALTO RIO DOCE,0,0,0,0,1,SUDESTE,1
152.0,37.0,14.0,2.8399999141693115,0.7900000214576721,2.6700000762939453,0.3499999940395355,115.0,34.20000076293945,2.5999999046325684,6.900000095367432,-0.7999992370605469,22.299999237060547,21.5,MG,0.0,Aphanocapsa sp.,rio,RIO XOPOTO,2020-05-26,ALTO RIO DOCE,0,0,1,0,0,SUDESTE,1
188.0,70.0,2.0,0.3499999940395355,1.25,2.135999917984009,0.0900000035762786,118.0,81.4000015258789,6.699999809265137,7.0,2.6999988555908203,22.600000381469727,25.299999237060547,MG,0.0,Aphanocapsa sp.,rio,RIO XOPOTO,2020-05-26,ALTO RIO DOCE,0,0,1,0,0,SUDESTE,1
231.0,134.0,4.800000190734863,0.2000000029802322,1.7699999809265137,1.7412999868392944,0.1099999994039535,97.0,147.0,7.800000190734863,6.400000095367432,-3.1000003814697195,24.0,20.89999961853028,MG,0.0,Aphanocapsa sp.,rio,RIO XOPOTO,2018-11-28,ALTO RIO DOCE,0,0,0,0,1,SUDESTE,1
112.0,67.0,2.0,0.1000000014901161,0.6200000047683716,0.9889000058174132,0.050000000745058,45.0,74.4000015258789,7.599999904632568,6.900000095367432,2.5,28.600000381469727,31.100000381469727,MG,0.0,Aphanocapsa sp.,rio,RIO XOPOTO,2020-01-21,ALTO RIO DOCE,0,1,0,0,0,SUDESTE,1
169.0,45.0,10.0,2.5899999141693115,0.5799999833106995,3.814300060272217,0.3600000143051147,124.0,39.70000076293945,2.400000095367432,6.900000095367432,8.49999809265136,27.600000381469727,36.09999847412109,MG,0.0,Aphanocapsa sp.,rio,RIO XOPOTO,2020-02-18,ALTO RIO DOCE,0,1,0,0,0,SUDESTE,1
47.0,17.0,2.0,0.1000000014901161,0.550000011920929,1.86899995803833,0.0299999993294477,30.0,8.119999885559082,8.399999618530273,6.900000095367432,4.799999237060554,25.100000381469727,29.89999961853028,MG,0.0,Aphanocapsa sp.,rio,RIO XOPOTO,2019-10-21,ALTO RIO DOCE,0,0,0,0,1,SUDESTE,1
130.0,45.0,2.0,0.1000000014901161,3.2699999809265137,0.800000011920929,0.1500000059604644,85.0,136.0,7.0,6.300000190734863,1.5,26.0,27.5,MG,0.0,Aphanocapsa sp.,rio,PIRANGA,2019-12-19,PIRANGA,0,0,0,0,1,SUDESTE,1
57.0,10.0,2.0,0.2300000041723251,0.949999988079071,1.3350000381469729,0.0900000035762786,47.0,7.340000152587891,7.400000095367432,7.0,5.399999618530266,26.39999961853028,31.799999237060547,MG,0.0,Aphanocapsa sp.,rio,PIRANGA,2019-10-21,PIRANGA,0,0,0,0,1,SUDESTE,1
40.0,7.0,2.0,0.1000000014901161,0.8700000047683716,1.0679999589920044,0.0399999991059303,33.0,12.300000190734863,8.0,6.900000095367432,5.5,25.39999961853028,30.89999961853028,MG,0.0,Aphanocapsa sp.,rio,PIRANGA,2019-10-21,PIRANGA,0,0,0,0,1,SUDESTE,1
